Subject,Probe,Station,Url,Path,Pat_Path
NA12763,SRR081230,1,/vol1/ftp/phase3/data/NA12763/sequence_read/SRR081230_1.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA12763/sequence_read/SRR081230_1.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA12763
NA12763,SRR081230,1,/vol1/ftp/phase3/data/NA12763/sequence_read/SRR081230_2.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA12763/sequence_read/SRR081230_2.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA12763
NA12812,SRR715913,1,/vol1/ftp/phase3/data/NA12812/sequence_read/SRR715913_1.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA12812/sequence_read/SRR715913_1.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA12812
NA12812,SRR715913,1,/vol1/ftp/phase3/data/NA12812/sequence_read/SRR715913_2.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA12812/sequence_read/SRR715913_2.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA12812
NA12813,SRR718077,1,/vol1/ftp/phase3/data/NA12813/sequence_read/SRR718077_1.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA12813/sequence_read/SRR718077_1.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA12813
NA12813,SRR718077,1,/vol1/ftp/phase3/data/NA12813/sequence_read/SRR718077_2.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA12813/sequence_read/SRR718077_2.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA12813
NA12813,SRR718078,1,/vol1/ftp/phase3/data/NA12813/sequence_read/SRR718078_1.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA12813/sequence_read/SRR718078_1.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA12813
NA12813,SRR718078,1,/vol1/ftp/phase3/data/NA12813/sequence_read/SRR718078_2.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA12813/sequence_read/SRR718078_2.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA12813
NA12814,SRR715914,1,/vol1/ftp/phase3/data/NA12814/sequence_read/SRR715914_1.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA12814/sequence_read/SRR715914_1.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA12814
NA12814,SRR715914,1,/vol1/ftp/phase3/data/NA12814/sequence_read/SRR715914_2.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA12814/sequence_read/SRR715914_2.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA12814
NA12872,SRR716647,1,/vol1/ftp/phase3/data/NA12872/sequence_read/SRR716647_1.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA12872/sequence_read/SRR716647_1.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA12872
NA12872,SRR716647,1,/vol1/ftp/phase3/data/NA12872/sequence_read/SRR716647_2.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA12872/sequence_read/SRR716647_2.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA12872
NA12874,SRR764692,1,/vol1/ftp/phase3/data/NA12874/sequence_read/SRR764692_1.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA12874/sequence_read/SRR764692_1.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA12874
NA12874,SRR764692,1,/vol1/ftp/phase3/data/NA12874/sequence_read/SRR764692_2.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA12874/sequence_read/SRR764692_2.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA12874
NA12878,SRR098401,1,/vol1/ftp/phase3/data/NA12878/sequence_read/SRR098401_1.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA12878/sequence_read/SRR098401_1.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA12878
NA12878,SRR098401,1,/vol1/ftp/phase3/data/NA12878/sequence_read/SRR098401_2.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA12878/sequence_read/SRR098401_2.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA12878
NA12891,SRR098359,1,/vol1/ftp/phase3/data/NA12891/sequence_read/SRR098359_1.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA12891/sequence_read/SRR098359_1.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA12891
NA12891,SRR098359,1,/vol1/ftp/phase3/data/NA12891/sequence_read/SRR098359_2.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA12891/sequence_read/SRR098359_2.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA12891
NA12892,ERR034529,1,/vol1/ftp/phase3/data/NA12892/sequence_read/ERR034529_1.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA12892/sequence_read/ERR034529_1.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA12892
NA12892,ERR034529,1,/vol1/ftp/phase3/data/NA12892/sequence_read/ERR034529_2.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA12892/sequence_read/ERR034529_2.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA12892
NA18501,SRR100022,1,/vol1/ftp/phase3/data/NA18501/sequence_read/SRR100022_1.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA18501/sequence_read/SRR100022_1.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA18501
NA18501,SRR100022,1,/vol1/ftp/phase3/data/NA18501/sequence_read/SRR100022_2.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA18501/sequence_read/SRR100022_2.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA18501
NA18502,SRR764722,1,/vol1/ftp/phase3/data/NA18502/sequence_read/SRR764722_1.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA18502/sequence_read/SRR764722_1.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA18502
NA18502,SRR764722,1,/vol1/ftp/phase3/data/NA18502/sequence_read/SRR764722_2.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA18502/sequence_read/SRR764722_2.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA18502
NA18502,SRR764723,1,/vol1/ftp/phase3/data/NA18502/sequence_read/SRR764723_1.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA18502/sequence_read/SRR764723_1.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA18502
NA18502,SRR764723,1,/vol1/ftp/phase3/data/NA18502/sequence_read/SRR764723_2.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA18502/sequence_read/SRR764723_2.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA18502
NA18504,SRR100028,1,/vol1/ftp/phase3/data/NA18504/sequence_read/SRR100028_1.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA18504/sequence_read/SRR100028_1.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA18504
NA18504,SRR100028,1,/vol1/ftp/phase3/data/NA18504/sequence_read/SRR100028_2.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA18504/sequence_read/SRR100028_2.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA18504
NA18505,SRR716648,1,/vol1/ftp/phase3/data/NA18505/sequence_read/SRR716648_1.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA18505/sequence_read/SRR716648_1.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA18505
NA18505,SRR716648,1,/vol1/ftp/phase3/data/NA18505/sequence_read/SRR716648_2.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA18505/sequence_read/SRR716648_2.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA18505
NA18505,SRR716649,1,/vol1/ftp/phase3/data/NA18505/sequence_read/SRR716649_1.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA18505/sequence_read/SRR716649_1.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA18505
NA18505,SRR716649,1,/vol1/ftp/phase3/data/NA18505/sequence_read/SRR716649_2.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA18505/sequence_read/SRR716649_2.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA18505
NA18507,SRR764745,1,/vol1/ftp/phase3/data/NA18507/sequence_read/SRR764745_1.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA18507/sequence_read/SRR764745_1.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA18507
NA18507,SRR764745,1,/vol1/ftp/phase3/data/NA18507/sequence_read/SRR764745_2.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA18507/sequence_read/SRR764745_2.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA18507
NA18507,SRR764746,1,/vol1/ftp/phase3/data/NA18507/sequence_read/SRR764746_1.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA18507/sequence_read/SRR764746_1.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA18507
NA18507,SRR764746,1,/vol1/ftp/phase3/data/NA18507/sequence_read/SRR764746_2.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA18507/sequence_read/SRR764746_2.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA18507
NA18508,SRR716637,1,/vol1/ftp/phase3/data/NA18508/sequence_read/SRR716637_1.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA18508/sequence_read/SRR716637_1.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA18508
NA18508,SRR716637,1,/vol1/ftp/phase3/data/NA18508/sequence_read/SRR716637_2.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA18508/sequence_read/SRR716637_2.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA18508
NA18508,SRR716638,1,/vol1/ftp/phase3/data/NA18508/sequence_read/SRR716638_1.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA18508/sequence_read/SRR716638_1.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA18508
NA18508,SRR716638,1,/vol1/ftp/phase3/data/NA18508/sequence_read/SRR716638_2.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA18508/sequence_read/SRR716638_2.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA18508
NA18516,SRR100026,1,/vol1/ftp/phase3/data/NA18516/sequence_read/SRR100026_1.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA18516/sequence_read/SRR100026_1.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA18516
NA18516,SRR100026,1,/vol1/ftp/phase3/data/NA18516/sequence_read/SRR100026_2.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA18516/sequence_read/SRR100026_2.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA18516
NA18517,ERR034551,1,/vol1/ftp/phase3/data/NA18517/sequence_read/ERR034551_1.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA18517/sequence_read/ERR034551_1.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA18517
NA18517,ERR034551,1,/vol1/ftp/phase3/data/NA18517/sequence_read/ERR034551_2.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA18517/sequence_read/ERR034551_2.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA18517
NA18522,SRR107025,1,/vol1/ftp/phase3/data/NA18522/sequence_read/SRR107025_1.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA18522/sequence_read/SRR107025_1.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA18522
NA18522,SRR107025,1,/vol1/ftp/phase3/data/NA18522/sequence_read/SRR107025_2.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA18522/sequence_read/SRR107025_2.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA18522
NA18523,ERR034552,1,/vol1/ftp/phase3/data/NA18523/sequence_read/ERR034552_1.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA18523/sequence_read/ERR034552_1.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA18523
NA18523,ERR034552,1,/vol1/ftp/phase3/data/NA18523/sequence_read/ERR034552_2.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA18523/sequence_read/ERR034552_2.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA18523
NA18526,ERR031854,1,/vol1/ftp/phase3/data/NA18526/sequence_read/ERR031854_1.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA18526/sequence_read/ERR031854_1.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA18526
NA18526,ERR031854,1,/vol1/ftp/phase3/data/NA18526/sequence_read/ERR031854_2.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA18526/sequence_read/ERR031854_2.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA18526
NA18532,ERR031956,1,/vol1/ftp/phase3/data/NA18532/sequence_read/ERR031956_1.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA18532/sequence_read/ERR031956_1.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA18532
NA18532,ERR031956,1,/vol1/ftp/phase3/data/NA18532/sequence_read/ERR031956_2.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA18532/sequence_read/ERR031956_2.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA18532
NA18537,ERR032033,1,/vol1/ftp/phase3/data/NA18537/sequence_read/ERR032033_1.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA18537/sequence_read/ERR032033_1.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA18537
NA18537,ERR032033,1,/vol1/ftp/phase3/data/NA18537/sequence_read/ERR032033_2.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA18537/sequence_read/ERR032033_2.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA18537
NA18537,ERR032034,1,/vol1/ftp/phase3/data/NA18537/sequence_read/ERR032034_1.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA18537/sequence_read/ERR032034_1.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA18537
NA18537,ERR032034,1,/vol1/ftp/phase3/data/NA18537/sequence_read/ERR032034_2.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA18537/sequence_read/ERR032034_2.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA18537
NA18542,ERR031855,1,/vol1/ftp/phase3/data/NA18542/sequence_read/ERR031855_1.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA18542/sequence_read/ERR031855_1.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA18542
NA18542,ERR031855,1,/vol1/ftp/phase3/data/NA18542/sequence_read/ERR031855_2.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA18542/sequence_read/ERR031855_2.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA18542
NA18545,ERR031856,1,/vol1/ftp/phase3/data/NA18545/sequence_read/ERR031856_1.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA18545/sequence_read/ERR031856_1.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA18545
NA18545,ERR031856,1,/vol1/ftp/phase3/data/NA18545/sequence_read/ERR031856_2.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA18545/sequence_read/ERR031856_2.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA18545
NA18547,ERR031957,1,/vol1/ftp/phase3/data/NA18547/sequence_read/ERR031957_1.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA18547/sequence_read/ERR031957_1.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA18547
NA18547,ERR031957,1,/vol1/ftp/phase3/data/NA18547/sequence_read/ERR031957_2.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA18547/sequence_read/ERR031957_2.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA18547
NA18550,ERR031958,1,/vol1/ftp/phase3/data/NA18550/sequence_read/ERR031958_1.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA18550/sequence_read/ERR031958_1.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA18550
NA18550,ERR031958,1,/vol1/ftp/phase3/data/NA18550/sequence_read/ERR031958_2.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA18550/sequence_read/ERR031958_2.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA18550
NA18552,ERR031959,1,/vol1/ftp/phase3/data/NA18552/sequence_read/ERR031959_1.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA18552/sequence_read/ERR031959_1.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA18552
NA18552,ERR031959,1,/vol1/ftp/phase3/data/NA18552/sequence_read/ERR031959_2.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA18552/sequence_read/ERR031959_2.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA18552
NA18558,ERR031960,1,/vol1/ftp/phase3/data/NA18558/sequence_read/ERR031960_1.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA18558/sequence_read/ERR031960_1.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA18558
NA18558,ERR031960,1,/vol1/ftp/phase3/data/NA18558/sequence_read/ERR031960_2.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA18558/sequence_read/ERR031960_2.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA18558
NA18561,ERR031858,1,/vol1/ftp/phase3/data/NA18561/sequence_read/ERR031858_1.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA18561/sequence_read/ERR031858_1.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA18561
NA18561,ERR031858,1,/vol1/ftp/phase3/data/NA18561/sequence_read/ERR031858_2.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA18561/sequence_read/ERR031858_2.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA18561
NA18562,ERR031859,1,/vol1/ftp/phase3/data/NA18562/sequence_read/ERR031859_1.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA18562/sequence_read/ERR031859_1.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA18562
NA18562,ERR031859,1,/vol1/ftp/phase3/data/NA18562/sequence_read/ERR031859_2.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA18562/sequence_read/ERR031859_2.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA18562
NA18563,ERR031860,1,/vol1/ftp/phase3/data/NA18563/sequence_read/ERR031860_1.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA18563/sequence_read/ERR031860_1.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA18563
NA18563,ERR031860,1,/vol1/ftp/phase3/data/NA18563/sequence_read/ERR031860_2.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA18563/sequence_read/ERR031860_2.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA18563
NA18566,ERR031862,1,/vol1/ftp/phase3/data/NA18566/sequence_read/ERR031862_1.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA18566/sequence_read/ERR031862_1.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA18566
NA18566,ERR031862,1,/vol1/ftp/phase3/data/NA18566/sequence_read/ERR031862_2.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA18566/sequence_read/ERR031862_2.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA18566
NA18571,ERR031868,1,/vol1/ftp/phase3/data/NA18571/sequence_read/ERR031868_1.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA18571/sequence_read/ERR031868_1.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA18571
NA18571,ERR031868,1,/vol1/ftp/phase3/data/NA18571/sequence_read/ERR031868_2.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA18571/sequence_read/ERR031868_2.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA18571
NA18572,ERR031869,2,/vol1/ftp/phase3/data/NA18572/sequence_read/ERR031869_1.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_2/NA18572/sequence_read/ERR031869_1.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_2/NA18572
NA18572,ERR031869,2,/vol1/ftp/phase3/data/NA18572/sequence_read/ERR031869_2.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_2/NA18572/sequence_read/ERR031869_2.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_2/NA18572
NA18573,ERR031870,2,/vol1/ftp/phase3/data/NA18573/sequence_read/ERR031870_1.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_2/NA18573/sequence_read/ERR031870_1.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_2/NA18573
NA18573,ERR031870,2,/vol1/ftp/phase3/data/NA18573/sequence_read/ERR031870_2.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_2/NA18573/sequence_read/ERR031870_2.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_2/NA18573
NA18576,ERR031871,2,/vol1/ftp/phase3/data/NA18576/sequence_read/ERR031871_1.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_2/NA18576/sequence_read/ERR031871_1.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_2/NA18576
NA18576,ERR031871,2,/vol1/ftp/phase3/data/NA18576/sequence_read/ERR031871_2.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_2/NA18576/sequence_read/ERR031871_2.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_2/NA18576
NA18577,ERR032035,2,/vol1/ftp/phase3/data/NA18577/sequence_read/ERR032035_1.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_2/NA18577/sequence_read/ERR032035_1.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_2/NA18577
NA18577,ERR032035,2,/vol1/ftp/phase3/data/NA18577/sequence_read/ERR032035_2.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_2/NA18577/sequence_read/ERR032035_2.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_2/NA18577
NA18577,ERR032036,2,/vol1/ftp/phase3/data/NA18577/sequence_read/ERR032036_1.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_2/NA18577/sequence_read/ERR032036_1.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_2/NA18577
NA18577,ERR032036,2,/vol1/ftp/phase3/data/NA18577/sequence_read/ERR032036_2.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_2/NA18577/sequence_read/ERR032036_2.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_2/NA18577
NA18579,ERR032037,2,/vol1/ftp/phase3/data/NA18579/sequence_read/ERR032037_1.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_2/NA18579/sequence_read/ERR032037_1.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_2/NA18579
NA18579,ERR032037,2,/vol1/ftp/phase3/data/NA18579/sequence_read/ERR032037_2.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_2/NA18579/sequence_read/ERR032037_2.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_2/NA18579
NA18579,ERR032038,2,/vol1/ftp/phase3/data/NA18579/sequence_read/ERR032038_1.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_2/NA18579/sequence_read/ERR032038_1.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_2/NA18579
NA18579,ERR032038,2,/vol1/ftp/phase3/data/NA18579/sequence_read/ERR032038_2.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_2/NA18579/sequence_read/ERR032038_2.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_2/NA18579
